state,year,month,rainfall_mm,avg_temperature_celsius,humidity_percent,drought_flag
Punjab,2024,9,343.78,38.39,75.41,0
Karnataka,2023,9,302.87,30.41,64.65,0
Punjab,2022,1,29.31,31.01,50.46,0
Punjab,2020,11,17.33,38.87,71.7,0
Punjab,2024,4,132.77,32.87,53.2,0
Maharashtra,2020,2,81.78,32.87,92.42,0
Maharashtra,2024,5,45.51,37.25,90.07,0
Madhya Pradesh,2024,9,468.17,38.49,55.86,0
Karnataka,2020,7,581.21,33.46,32.73,0
Karnataka,2023,3,136.96,28.66,59.92,0
Punjab,2023,1,89.31,21.29,60.5,0
Uttar Pradesh,2020,11,126.36,18.34,47.74,0
Punjab,2020,8,200.98,27.15,77.34,0
Uttar Pradesh,2021,6,519.51,38.79,69.55,0
Uttar Pradesh,2020,12,45.65,38.33,80.4,0
Punjab,2021,3,90.42,33.3,90.08,0
Karnataka,2022,12,109.74,26.1,76.35,0
Uttar Pradesh,2023,6,216.11,26.5,56.41,0
Madhya Pradesh,2022,6,266.74,18.51,38.67,0
Punjab,2020,2,101.65,35.65,94.23,0
Punjab,2023,10,58.49,31.19,90.91,0
Madhya Pradesh,2024,2,33.39,33.79,79.07,0
Punjab,2023,10,22.46,36.95,82.85,0
Karnataka,2023,11,14.68,20.0,33.19,0
Karnataka,2020,3,56.86,29.2,64.6,0
Karnataka,2024,10,47.47,38.06,53.94,0
Karnataka,2021,8,218.22,24.6,64.52,0
Punjab,2022,10,67.15,24.02,38.54,0
Punjab,2022,5,124.68,39.92,51.42,0
Maharashtra,2021,3,63.43,31.6,76.7,0
Uttar Pradesh,2023,10,64.88,37.91,66.4,0
Madhya Pradesh,2024,10,73.05,32.23,91.93,0
Punjab,2023,4,121.24,18.88,51.6,0
Punjab,2021,10,75.88,24.92,75.51,0
Maharashtra,2020,12,125.68,34.09,94.31,0
Karnataka,2024,6,309.02,37.25,79.83,0
Madhya Pradesh,2021,11,60.71,34.15,36.76,0
Uttar Pradesh,2023,4,120.51,29.71,49.0,0
Madhya Pradesh,2024,11,101.81,32.12,43.62,0
Madhya Pradesh,2022,2,14.26,27.54,67.02,0
Karnataka,2021,2,132.72,38.42,64.37,0
Maharashtra,2021,10,115.53,27.66,78.5,0
Madhya Pradesh,2020,11,38.67,26.16,71.22,0
Madhya Pradesh,2023,11,12.54,33.89,84.31,0
Punjab,2022,4,65.88,27.85,85.33,0
Maharashtra,2024,8,510.26,24.34,51.06,0
Madhya Pradesh,2024,2,105.04,30.39,40.54,0
Maharashtra,2022,11,53.39,37.8,74.73,0
Uttar Pradesh,2023,2,148.04,34.87,91.23,0
Uttar Pradesh,2024,8,286.48,34.97,31.31,0
Punjab,2020,7,468.3,28.32,52.54,0
Uttar Pradesh,2022,9,544.96,36.79,31.45,0
Maharashtra,2022,10,95.33,26.09,57.02,0
Karnataka,2020,5,126.49,24.82,91.3,0
Punjab,2021,11,35.15,32.58,73.69,0
Uttar Pradesh,2023,9,300.88,25.14,84.26,0
Karnataka,2022,3,116.65,25.24,64.71,0
Maharashtra,2020,9,224.67,22.59,61.58,0
Karnataka,2020,11,22.04,36.55,76.67,0
Uttar Pradesh,2022,12,142.11,33.26,91.13,0
Madhya Pradesh,2022,1,87.63,31.2,93.5,0
Karnataka,2023,1,99.9,18.68,77.05,0
Uttar Pradesh,2020,8,562.19,35.5,67.95,0
Madhya Pradesh,2020,2,103.98,39.78,35.89,0
Uttar Pradesh,2020,11,103.41,24.23,71.61,0
Punjab,2020,6,443.05,21.38,43.44,0
Punjab,2024,11,97.03,20.82,47.24,0
Uttar Pradesh,2020,6,534.1,25.2,61.72,0
Maharashtra,2022,2,141.76,23.0,55.33,0
Uttar Pradesh,2022,7,442.58,34.62,88.61,0
Madhya Pradesh,2022,9,566.19,35.09,44.84,0
Uttar Pradesh,2020,6,209.92,26.44,39.2,0
Karnataka,2023,7,484.16,32.54,32.86,0
Uttar Pradesh,2020,2,127.12,23.47,58.09,0
Maharashtra,2021,11,103.51,27.45,58.68,0
Karnataka,2023,2,19.19,26.83,79.72,0
Uttar Pradesh,2023,12,138.12,27.1,57.53,0
Karnataka,2020,1,108.37,38.74,47.36,0
Karnataka,2023,6,376.06,35.51,69.63,0
Maharashtra,2023,1,25.48,31.81,42.14,0
Madhya Pradesh,2023,10,81.43,29.64,86.95,0
Uttar Pradesh,2021,11,74.75,24.15,45.01,0
Uttar Pradesh,2020,3,132.4,21.76,57.68,0
Maharashtra,2022,4,36.2,35.01,60.83,0
Punjab,2023,7,340.46,25.94,85.39,0
Madhya Pradesh,2022,6,421.51,33.79,88.31,0
Punjab,2020,11,136.24,25.23,91.91,0
Maharashtra,2020,11,13.48,26.29,88.23,0
Uttar Pradesh,2020,12,48.45,24.01,49.67,0
Madhya Pradesh,2022,8,444.93,27.64,77.24,0
Punjab,2024,5,135.29,32.83,43.29,0
Maharashtra,2020,4,140.58,23.82,39.74,0
Madhya Pradesh,2020,2,22.6,30.39,37.39,0
Uttar Pradesh,2022,5,29.43,24.6,48.31,0
Madhya Pradesh,2022,6,441.7,35.97,79.49,0
Madhya Pradesh,2023,1,46.75,23.4,92.78,0
Madhya Pradesh,2022,12,11.15,37.35,42.98,0
Madhya Pradesh,2020,12,142.62,25.53,58.62,0
Punjab,2020,11,109.0,30.93,50.67,0
Punjab,2023,2,87.54,34.08,32.75,0
Madhya Pradesh,2024,4,11.57,28.08,38.57,0
Madhya Pradesh,2023,12,103.01,22.71,58.14,0
Karnataka,2022,6,279.07,30.07,37.54,0
Punjab,2023,5,13.23,19.12,92.03,0
Madhya Pradesh,2023,5,29.92,33.59,34.42,0
Madhya Pradesh,2022,3,25.14,29.2,60.22,0
Uttar Pradesh,2024,4,143.22,38.79,80.67,0
Punjab,2023,4,94.29,28.01,53.15,0
Karnataka,2022,2,142.59,31.26,67.64,0
Maharashtra,2023,1,42.47,19.03,91.44,0
Maharashtra,2020,10,53.92,27.74,37.45,0
Uttar Pradesh,2021,9,534.77,18.61,84.21,0
Karnataka,2020,9,256.11,37.5,77.44,0
Maharashtra,2020,11,33.05,30.45,50.32,0
Maharashtra,2021,4,34.95,36.9,56.23,0
Karnataka,2021,4,65.8,21.74,54.9,0
Maharashtra,2022,5,132.03,25.99,91.85,0
Punjab,2020,5,142.48,21.19,41.53,0
Punjab,2022,12,130.77,26.64,30.28,0
Uttar Pradesh,2022,9,309.55,31.15,81.95,0
Punjab,2023,12,28.67,20.43,89.94,0
Madhya Pradesh,2024,5,115.16,30.98,80.0,0
Punjab,2020,11,70.04,34.69,54.17,0
Uttar Pradesh,2022,6,297.64,34.04,57.28,0
Punjab,2021,1,147.39,25.69,89.91,0
Punjab,2022,1,140.61,23.32,81.88,0
Maharashtra,2021,9,373.23,38.19,59.26,0
Punjab,2021,2,114.2,28.27,44.81,0
Madhya Pradesh,2023,3,37.91,27.36,79.11,0
Madhya Pradesh,2020,11,94.71,33.15,48.35,0
Uttar Pradesh,2020,6,392.57,18.98,83.14,0
Madhya Pradesh,2023,1,148.58,26.95,30.71,0
Madhya Pradesh,2022,12,33.77,32.36,69.79,0
Madhya Pradesh,2023,9,515.15,23.59,79.64,0
Punjab,2024,1,106.32,25.1,65.46,0
Karnataka,2022,9,258.91,27.96,87.28,0
Karnataka,2021,2,68.97,36.47,68.37,0
Uttar Pradesh,2020,8,276.75,30.78,62.89,0
Karnataka,2024,7,359.46,20.63,57.09,0
Punjab,2020,11,20.19,20.17,57.03,0
Uttar Pradesh,2024,3,52.75,38.36,54.42,0
Punjab,2021,7,503.14,29.67,75.77,0
Karnataka,2024,6,304.05,38.72,64.46,0
Punjab,2022,4,126.39,26.03,36.51,0
Maharashtra,2021,12,104.32,18.17,60.89,0
Uttar Pradesh,2024,12,36.99,31.8,93.66,0
Punjab,2023,6,385.76,35.98,63.01,0
Karnataka,2023,11,79.42,38.47,87.85,0
Maharashtra,2024,1,120.01,24.52,65.43,0
Karnataka,2020,10,41.35,27.77,61.47,0
Madhya Pradesh,2022,9,532.66,37.71,56.95,0
Karnataka,2022,11,12.48,36.96,41.33,0
Uttar Pradesh,2022,12,97.06,18.55,55.97,0
Uttar Pradesh,2024,1,148.03,20.22,57.54,0
Maharashtra,2022,11,53.0,37.91,86.51,0
Karnataka,2020,9,295.08,19.79,70.76,0
Punjab,2024,12,57.09,32.79,32.09,0
Maharashtra,2021,12,28.68,33.1,43.8,0
Karnataka,2022,6,543.04,19.29,44.01,0
Maharashtra,2023,12,149.8,27.53,75.69,0
Karnataka,2024,3,35.57,31.42,77.2,0
Karnataka,2023,4,54.03,36.24,69.22,0
Uttar Pradesh,2020,5,64.48,30.27,67.49,0
Karnataka,2022,4,33.17,26.86,52.32,0
Maharashtra,2024,6,360.36,34.74,61.36,0
Maharashtra,2020,10,141.64,24.46,57.02,0
Uttar Pradesh,2023,9,514.78,30.01,65.56,0
Maharashtra,2023,3,17.47,26.77,47.6,0
Karnataka,2020,9,599.73,24.78,87.49,0
Karnataka,2024,10,104.67,25.5,65.33,0
Madhya Pradesh,2021,10,127.68,37.43,40.43,0
Madhya Pradesh,2020,8,335.83,25.37,32.73,0
Madhya Pradesh,2023,12,93.75,36.81,54.8,0
Maharashtra,2021,1,113.61,31.81,54.42,0
Uttar Pradesh,2023,4,29.75,33.61,85.55,0
Maharashtra,2022,6,474.34,18.39,44.06,0
Punjab,2021,11,19.73,30.55,79.17,0
Karnataka,2023,12,25.48,36.44,66.11,0
Maharashtra,2021,12,106.6,39.37,35.44,0
Punjab,2021,1,136.17,20.77,55.54,0
Uttar Pradesh,2023,6,540.58,37.94,62.91,0
Uttar Pradesh,2020,11,93.17,33.58,84.13,0
Madhya Pradesh,2021,12,27.01,35.82,61.28,0
Madhya Pradesh,2022,6,380.25,27.33,63.1,0
Madhya Pradesh,2020,2,142.31,30.06,91.96,0
Karnataka,2022,7,272.12,33.93,82.8,0
Karnataka,2020,2,105.08,31.35,66.71,0
Uttar Pradesh,2023,6,544.37,36.08,37.95,0
Uttar Pradesh,2020,9,539.44,27.11,46.49,0
Maharashtra,2023,8,547.91,27.5,82.54,0
Punjab,2024,5,46.88,18.09,62.2,0
Maharashtra,2021,4,24.03,34.6,47.94,0
Punjab,2022,10,72.11,19.91,48.63,0
Punjab,2021,7,512.6,21.33,72.07,0
Uttar Pradesh,2023,7,566.97,32.96,82.72,0
Punjab,2022,3,25.26,23.52,88.15,0
Madhya Pradesh,2022,8,486.04,32.07,73.14,0
Punjab,2022,3,67.99,18.98,80.99,0
Madhya Pradesh,2023,4,105.02,28.4,88.48,0
Uttar Pradesh,2022,6,334.46,24.48,86.73,0
Karnataka,2023,4,121.58,29.33,38.5,0
Madhya Pradesh,2020,4,40.11,32.44,55.03,0
Karnataka,2024,4,127.11,38.9,82.37,0
Madhya Pradesh,2020,3,62.86,35.35,52.84,0
Maharashtra,2020,5,33.39,18.73,55.07,0
Madhya Pradesh,2022,3,136.5,23.26,43.42,0
Punjab,2021,5,145.77,18.55,81.08,0
Karnataka,2023,9,328.55,18.82,89.66,0
Punjab,2021,6,255.86,30.14,47.81,0
Punjab,2021,3,19.13,19.1,37.51,0
Uttar Pradesh,2021,5,19.99,34.73,61.56,0
Karnataka,2020,2,58.0,27.2,90.38,0
Karnataka,2020,3,137.51,33.74,87.5,0
Uttar Pradesh,2023,12,54.75,26.38,69.89,0
Uttar Pradesh,2020,4,97.31,28.6,56.04,0
Punjab,2023,5,148.07,36.06,58.27,0
Uttar Pradesh,2024,11,111.82,23.93,36.51,0
Punjab,2021,6,340.97,26.87,31.07,0
Madhya Pradesh,2024,5,124.07,25.9,67.73,0
Madhya Pradesh,2023,1,20.35,21.85,87.83,0
Uttar Pradesh,2022,10,95.22,38.91,94.92,0
Punjab,2021,2,62.06,24.57,85.79,0
Karnataka,2020,11,149.81,31.85,81.68,0
Karnataka,2022,12,119.44,25.82,67.33,0
Uttar Pradesh,2020,4,126.63,33.14,31.38,0
Uttar Pradesh,2024,10,57.14,21.18,45.14,0
Uttar Pradesh,2022,3,136.77,18.81,44.29,0
Karnataka,2024,2,53.34,31.57,64.72,0
Uttar Pradesh,2024,6,287.31,21.61,45.39,0
Madhya Pradesh,2020,10,80.35,23.97,91.59,0
Karnataka,2020,7,385.55,19.29,77.4,0
Punjab,2021,5,56.04,32.38,48.17,0
Madhya Pradesh,2020,4,89.9,34.99,90.32,0
Madhya Pradesh,2023,6,304.45,25.37,60.18,0
Uttar Pradesh,2024,7,570.87,37.83,35.84,0
Punjab,2021,2,28.47,28.9,36.93,0
Maharashtra,2023,12,58.38,21.26,71.34,0
Madhya Pradesh,2020,2,142.93,39.93,54.39,0
Madhya Pradesh,2021,7,439.61,36.84,37.64,0
Karnataka,2020,2,106.54,26.99,43.4,0
Maharashtra,2020,6,361.1,19.67,75.2,0
Uttar Pradesh,2021,3,45.38,24.85,37.87,0
Punjab,2020,9,545.86,28.86,67.19,0
Karnataka,2022,9,427.77,27.03,42.51,0
Maharashtra,2021,5,114.32,20.8,36.75,0
Uttar Pradesh,2020,7,484.06,22.59,49.94,0
Maharashtra,2023,11,76.53,27.89,76.06,0
Karnataka,2023,1,97.28,32.18,76.41,0
Maharashtra,2024,4,50.97,25.09,58.47,0
Maharashtra,2024,2,53.04,39.67,82.91,0
Uttar Pradesh,2023,10,33.05,18.12,32.78,0
Punjab,2020,1,44.17,20.51,64.67,0
Madhya Pradesh,2021,4,130.12,34.21,44.01,0
Maharashtra,2022,6,359.72,29.17,82.66,0
Maharashtra,2024,5,127.48,38.01,63.1,0
Maharashtra,2024,6,477.71,20.46,66.74,0
Uttar Pradesh,2023,3,44.82,27.5,71.21,0
Maharashtra,2021,8,302.79,19.15,30.67,0
Punjab,2021,6,208.86,18.18,37.17,0
Uttar Pradesh,2024,5,43.53,22.87,94.14,0
Maharashtra,2022,7,322.4,20.8,65.46,0
Madhya Pradesh,2021,12,130.11,32.92,49.25,0
Punjab,2024,6,424.65,33.73,77.33,0
Punjab,2023,5,103.32,37.16,86.56,0
Punjab,2023,2,91.05,27.46,71.7,0
Karnataka,2023,10,124.55,18.12,94.48,0
Uttar Pradesh,2022,9,273.16,28.35,86.68,0
Maharashtra,2021,4,41.51,28.49,38.62,0
Karnataka,2023,1,65.31,21.9,53.64,0
Karnataka,2022,2,62.28,39.85,94.66,0
Punjab,2023,2,26.07,33.97,33.36,0
Maharashtra,2021,3,14.23,20.32,92.76,0
Uttar Pradesh,2022,11,141.72,22.27,40.51,0
Punjab,2022,8,296.21,29.34,67.03,0
Uttar Pradesh,2024,8,288.64,34.65,50.12,0
Punjab,2020,3,139.1,32.45,58.36,0
Punjab,2024,8,515.96,35.99,48.88,0
Karnataka,2023,2,57.56,38.59,40.71,0
Karnataka,2024,11,15.9,27.99,82.08,0
Uttar Pradesh,2024,3,118.03,38.23,64.66,0
Karnataka,2020,4,24.01,30.95,80.6,0
Punjab,2024,3,23.07,21.8,30.8,0
Uttar Pradesh,2024,11,93.11,37.51,73.59,0
Madhya Pradesh,2021,4,147.49,19.39,88.7,0
Karnataka,2024,7,525.63,24.91,93.28,0
Maharashtra,2022,6,315.18,37.56,87.25,0
Madhya Pradesh,2024,1,116.07,30.4,37.8,0
Madhya Pradesh,2020,4,84.48,25.85,81.49,0
Punjab,2021,4,116.14,38.03,30.96,0
Madhya Pradesh,2023,12,123.27,38.65,81.3,0
Karnataka,2020,4,28.23,19.79,31.35,0
Madhya Pradesh,2024,12,98.02,31.85,94.15,0
Uttar Pradesh,2023,6,359.22,25.3,70.59,0
Maharashtra,2023,3,125.59,38.61,82.2,0
Uttar Pradesh,2021,1,69.73,31.97,85.66,0
Punjab,2022,4,78.69,22.77,41.03,0
Uttar Pradesh,2021,4,10.02,33.8,37.22,0
Madhya Pradesh,2020,5,44.14,24.55,66.42,0
Punjab,2020,2,65.71,32.84,33.62,0
Uttar Pradesh,2023,11,27.35,28.98,51.9,0
Uttar Pradesh,2023,1,51.41,19.47,88.22,0
Maharashtra,2020,8,476.73,20.68,34.23,0
Karnataka,2020,8,589.95,32.99,57.13,0
Punjab,2021,11,108.24,34.64,80.7,0
Maharashtra,2023,7,391.15,27.46,30.72,0
Karnataka,2024,9,570.62,31.27,43.21,0
Punjab,2020,6,567.84,38.13,94.3,0
Punjab,2022,11,132.37,39.95,45.9,0
Karnataka,2021,6,536.9,36.11,45.01,0
Maharashtra,2021,12,23.78,39.55,49.24,0
Madhya Pradesh,2024,7,548.36,18.09,31.37,0
Maharashtra,2023,5,75.22,23.25,74.84,0
Karnataka,2021,12,89.18,19.7,40.57,0
Maharashtra,2020,1,64.33,22.08,81.49,0
Punjab,2023,8,366.43,20.06,61.48,0
Madhya Pradesh,2020,8,236.34,20.84,45.57,0
Maharashtra,2021,3,130.33,38.34,83.71,0
Maharashtra,2024,10,56.77,23.99,65.7,0
Uttar Pradesh,2020,9,488.74,39.85,38.55,0
Karnataka,2021,9,219.72,33.28,84.09,0
Maharashtra,2023,4,128.49,32.93,92.01,0
Punjab,2020,4,81.54,38.1,92.91,0
Maharashtra,2020,4,128.6,24.81,42.75,0
Maharashtra,2023,6,419.25,27.97,87.05,0
Karnataka,2020,6,240.01,23.67,78.87,0
Maharashtra,2024,9,237.99,25.06,55.17,0
Madhya Pradesh,2024,7,449.04,21.48,85.94,0
Madhya Pradesh,2024,9,379.02,38.17,60.41,0
Maharashtra,2023,4,48.51,21.12,30.24,0
Maharashtra,2024,1,84.5,20.36,55.46,0
Maharashtra,2024,11,92.5,24.07,41.39,0
Punjab,2023,12,118.46,38.83,36.53,0
Maharashtra,2020,8,262.24,39.12,32.46,0
Madhya Pradesh,2023,2,146.87,18.1,86.79,0
Punjab,2022,2,53.03,38.65,50.6,0
